Date,Open,High,Low,Close,Volume,Adj Close,,,,,,,,,
24-Oct-11,"2,644.83","2,703.07","2,643.94","2,699.44","1,884,450,000","2,699.44",,,,,,,,,
21-Oct-11,"2,630.30","2,646.92","2,611.11","2,637.46","2,019,950,000","2,637.46",,,,,,,,,
20-Oct-11,"2,605.42","2,606.39","2,557.17","2,598.62","2,040,180,000","2,598.62",,,,,,,,,
19-Oct-11,"2,642.89","2,651.88","2,597.77","2,604.04","1,980,180,000","2,604.04",,,,,,,,,
18-Oct-11,"2,614.05","2,667.57","2,586.31","2,657.43","1,931,690,000","2,657.43",,,,,,,,,
17-Oct-11,"2,653.32","2,658.25","2,606.91","2,614.92","1,675,210,000","2,614.92",,,,,,,,,
14-Oct-11,"2,655.23","2,667.85","2,636.00","2,667.85","1,664,350,000","2,667.85",,,,,,,,,
13-Oct-11,"2,595.05","2,625.22","2,588.71","2,620.24","1,675,220,000","2,620.24",,,,,,,,,
12-Oct-11,"2,606.61","2,629.49","2,602.31","2,604.73","1,967,190,000","2,604.73",,,,,,,,,
11-Oct-11,"2,554.70","2,587.28","2,551.94","2,583.03","1,661,400,000","2,583.03",,,,,,,,,
10-Oct-11,"2,522.72","2,566.05","2,519.78","2,566.05","1,574,750,000","2,566.05",,,,,,,,,
7-Oct-11,"2,509.61","2,512.14","2,468.60","2,479.35","2,084,900,000","2,479.35",,,,,,,,,
6-Oct-11,"2,459.05","2,507.44","2,446.72","2,506.82","2,249,140,000","2,506.82",,,,,,,,,
5-Oct-11,"2,398.37","2,466.50","2,380.96","2,460.51","2,472,400,000","2,460.51",,,,,,,,,
4-Oct-11,"2,312.68","2,406.67","2,298.89","2,404.82","3,040,940,000","2,404.82",,,,,,,,,
3-Oct-11,"2,401.19","2,430.88","2,335.23","2,335.83","2,547,690,000","2,335.83",,,,,,,,,
30-Sep-11,"2,444.77","2,468.98","2,415.07","2,415.40","2,041,370,000","2,415.40",,,,,,,,,
29-Sep-11,"2,535.52","2,538.97","2,433.58","2,480.76","2,290,370,000","2,480.76",,,,,,,,,
28-Sep-11,"2,557.86","2,569.79","2,491.07","2,491.58","1,929,310,000","2,491.58",,,,,,,,,
27-Sep-11,"2,560.78","2,590.94","2,532.65","2,546.83","2,095,620,000","2,546.83",,,,,,,,,
26-Sep-11,"2,496.98","2,518.91","2,446.12","2,516.69","1,982,710,000","2,516.69",,,,,,,,,
23-Sep-11,"2,438.63","2,490.72","2,438.28","2,483.23","1,975,200,000","2,483.23",,,,,,,,,
22-Sep-11,"2,466.06","2,494.31","2,420.23","2,455.67","2,919,330,000","2,455.67",,,,,,,,,
21-Sep-11,"2,601.06","2,613.29","2,537.46","2,538.19","2,172,030,000","2,538.19",,,,,,,,,
20-Sep-11,"2,623.89","2,643.37","2,589.52","2,590.24","1,914,990,000","2,590.24",,,,,,,,,
19-Sep-11,"2,584.35","2,627.34","2,564.46","2,612.83","1,891,770,000","2,612.83",,,,,,,,,
16-Sep-11,"2,607.12","2,627.28","2,600.96","2,622.31","2,703,730,000","2,622.31",,,,,,,,,
15-Sep-11,"2,595.45","2,608.95","2,569.78","2,607.07","1,967,730,000","2,607.07",,,,,,,,,
14-Sep-11,"2,548.45","2,600.78","2,519.80","2,572.55","2,323,770,000","2,572.55",,,,,,,,,
13-Sep-11,"2,502.59","2,537.40","2,494.07","2,532.15","1,931,390,000","2,532.15",,,,,,,,,
12-Sep-11,"2,442.86","2,495.36","2,438.40","2,495.09","1,980,350,000","2,495.09",,,,,,,,,
9-Sep-11,"2,508.12","2,518.40","2,452.93","2,467.99","2,054,190,000","2,467.99",,,,,,,,,
8-Sep-11,"2,533.81","2,568.45","2,520.80","2,529.14","1,979,990,000","2,529.14",,,,,,,,,
7-Sep-11,"2,511.50","2,548.94","2,507.52","2,548.94","1,791,480,000","2,548.94",,,,,,,,,
6-Sep-11,"2,417.61","2,477.77","2,414.31","2,473.83","1,737,170,000","2,473.83",,,,,,,,,
2-Sep-11,"2,497.28","2,512.78","2,469.35","2,480.33","1,571,530,000","2,480.33",,,,,,,,,
1-Sep-11,"2,583.34","2,604.50","2,543.56","2,546.04","1,742,440,000","2,546.04",,,,,,,,,
31-Aug-11,"2,589.75","2,611.58","2,557.74","2,579.46","1,995,490,000","2,579.46",,,,,,,,,
30-Aug-11,"2,547.07","2,589.53","2,534.68","2,576.11","1,871,800,000","2,576.11",,,,,,,,,
29-Aug-11,"2,510.99","2,562.58","2,510.13","2,562.11","1,615,510,000","2,562.11",,,,,,,,,
26-Aug-11,"2,408.79","2,486.04","2,385.27","2,479.85","1,852,130,000","2,479.85",,,,,,,,,
25-Aug-11,"2,470.96","2,482.90","2,415.24","2,419.63","1,789,230,000","2,419.63",,,,,,,,,
24-Aug-11,"2,437.48","2,470.80","2,420.48","2,467.69","1,888,640,000","2,467.69",,,,,,,,,
23-Aug-11,"2,360.95","2,446.06","2,349.08","2,446.06","2,147,270,000","2,446.06",,,,,,,,,
22-Aug-11,"2,396.88","2,397.34","2,337.28","2,345.38","1,957,230,000","2,345.38",,,,,,,,,
19-Aug-11,"2,353.32","2,415.18","2,338.66","2,341.84","2,385,300,000","2,341.84",,,,,,,,,
18-Aug-11,"2,436.38","2,437.01","2,362.97","2,380.43","2,775,580,000","2,380.43",,,,,,,,,
17-Aug-11,"2,527.79","2,549.11","2,488.09","2,511.48","1,913,320,000","2,511.48",,,,,,,,,
16-Aug-11,"2,526.48","2,546.74","2,494.55","2,523.45","2,074,370,000","2,523.45",,,,,,,,,
15-Aug-11,"2,522.04","2,555.20","2,514.52","2,555.20","1,945,850,000","2,555.20",,,,,,,,,
12-Aug-11,"2,507.01","2,524.09","2,481.50","2,507.98","2,232,470,000","2,507.98",,,,,,,,,
11-Aug-11,"2,415.54","2,516.39","2,399.56","2,492.68","3,134,140,000","2,492.68",,,,,,,,,
10-Aug-11,"2,425.55","2,461.28","2,378.08","2,381.05","3,397,010,000","2,381.05",,,,,,,,,
9-Aug-11,"2,402.13","2,483.66","2,331.65","2,482.52","3,803,050,000","2,482.52",,,,,,,,,
8-Aug-11,"2,447.30","2,489.39","2,357.69","2,357.69","3,987,990,000","2,357.69",,,,,,,,,
5-Aug-11,"2,580.30","2,592.04","2,464.87","2,532.41","3,750,150,000","2,532.41",,,,,,,,,
4-Aug-11,"2,648.38","2,653.79","2,556.38","2,556.39","3,272,990,000","2,556.39",,,,,,,,,
3-Aug-11,"2,673.97","2,695.37","2,621.67","2,693.07","2,601,310,000","2,693.07",,,,,,,,,
2-Aug-11,"2,728.29","2,745.87","2,668.68","2,669.24","2,377,250,000","2,669.24",,,,,,,,,
1-Aug-11,"2,791.45","2,796.24","2,716.30","2,744.61","2,209,790,000","2,744.61",,,,,,,,,
29-Jul-11,"2,736.67","2,780.58","2,724.99","2,756.38","2,301,210,000","2,756.38",,,,,,,,,
28-Jul-11,"2,765.61","2,800.11","2,757.85","2,766.25","2,067,020,000","2,766.25",,,,,,,,,
27-Jul-11,"2,823.62","2,823.86","2,761.00","2,764.79","2,367,470,000","2,764.79",,,,,,,,,
26-Jul-11,"2,842.74","2,851.72","2,832.27","2,839.96","1,739,980,000","2,839.96",,,,,,,,,
25-Jul-11,"2,832.11","2,859.40","2,828.91","2,842.80","1,613,240,000","2,842.80",,,,,,,,,
22-Jul-11,"2,834.46","2,862.72","2,830.58","2,858.83","1,665,220,000","2,858.83",,,,,,,,,
21-Jul-11,"2,818.79","2,847.41","2,807.71","2,834.43","2,284,150,000","2,834.43",,,,,,,,,
20-Jul-11,"2,839.39","2,839.65","2,808.18","2,814.23","1,863,670,000","2,814.23",,,,,,,,,
19-Jul-11,"2,790.98","2,828.65","2,790.98","2,826.52","1,882,760,000","2,826.52",,,,,,,,,
18-Jul-11,"2,777.61","2,783.76","2,743.79","2,765.11","1,752,220,000","2,765.11",,,,,,,,,
15-Jul-11,"2,787.33","2,790.16","2,768.28","2,789.80","1,804,380,000","2,789.80",,,,,,,,,
14-Jul-11,"2,804.82","2,817.38","2,755.90","2,762.67","1,946,500,000","2,762.67",,,,,,,,,
13-Jul-11,"2,800.88","2,825.86","2,789.57","2,796.92","1,885,510,000","2,796.92",,,,,,,,,
12-Jul-11,"2,798.75","2,807.57","2,780.16","2,781.91","2,015,410,000","2,781.91",,,,,,,,,
11-Jul-11,"2,828.10","2,841.12","2,795.54","2,802.62","1,765,920,000","2,802.62",,,,,,,,,
8-Jul-11,"2,841.29","2,860.02","2,831.16","2,859.81","1,612,120,000","2,859.81",,,,,,,,,
7-Jul-11,"2,856.25","2,878.94","2,853.90","2,872.66","1,873,710,000","2,872.66",,,,,,,,,
6-Jul-11,"2,821.42","2,838.85","2,812.80","2,834.02","1,639,490,000","2,834.02",,,,,,,,,
5-Jul-11,"2,817.87","2,828.53","2,810.00","2,825.77","1,556,620,000","2,825.77",,,,,,,,,
1-Jul-11,"2,775.08","2,818.19","2,769.06","2,816.03","1,646,380,000","2,816.03",,,,,,,,,
30-Jun-11,"2,749.37","2,776.56","2,749.11","2,773.52","1,859,130,000","2,773.52",,,,,,,,,
29-Jun-11,"2,736.76","2,746.62","2,722.26","2,740.49","1,804,490,000","2,740.49",,,,,,,,,
28-Jun-11,"2,694.26","2,729.94","2,692.45","2,729.31","1,682,590,000","2,729.31",,,,,,,,,
27-Jun-11,"2,653.07","2,697.34","2,647.55","2,688.28","1,710,740,000","2,688.28",,,,,,,,,
24-Jun-11,"2,681.10","2,682.41","2,647.46","2,652.89","2,842,870,000","2,652.89",,,,,,,,,
23-Jun-11,"2,638.60","2,688.07","2,627.47","2,686.75","2,060,450,000","2,686.75",,,,,,,,,
22-Jun-11,"2,677.18","2,693.23","2,668.35","2,669.19","1,617,370,000","2,669.19",,,,,,,,,
21-Jun-11,"2,640.33","2,688.50","2,634.04","2,687.26","1,882,490,000","2,687.26",,,,,,,,,
20-Jun-11,"2,608.05","2,636.55","2,607.74","2,629.66","1,625,850,000","2,629.66",,,,,,,,,
17-Jun-11,"2,646.29","2,648.54","2,608.99","2,616.48","2,393,690,000","2,616.48",,,,,,,,,
16-Jun-11,"2,631.98","2,642.65","2,599.86","2,623.70","1,958,250,000","2,623.70",,,,,,,,,
15-Jun-11,"2,653.17","2,669.75","2,625.86","2,631.46","1,982,430,000","2,631.46",,,,,,,,,
14-Jun-11,"2,662.73","2,685.65","2,662.73","2,678.72","1,701,300,000","2,678.72",,,,,,,,,
13-Jun-11,"2,649.30","2,657.77","2,629.61","2,639.69","1,847,050,000","2,639.69",,,,,,,,,
10-Jun-11,"2,675.10","2,676.72","2,641.64","2,643.73","1,972,000,000","2,643.73",,,,,,,,,
9-Jun-11,"2,678.52","2,696.69","2,670.02","2,684.87","1,704,960,000","2,684.87",,,,,,,,,
8-Jun-11,"2,693.69","2,698.08","2,671.09","2,675.38","2,089,320,000","2,675.38",,,,,,,,,
7-Jun-11,"2,712.79","2,723.32","2,701.17","2,701.56","1,847,300,000","2,701.56",,,,,,,,,
6-Jun-11,"2,728.31","2,736.66","2,702.20","2,702.56","1,878,150,000","2,702.56",,,,,,,,,
3-Jun-11,"2,740.49","2,762.56","2,730.63","2,732.78","1,936,400,000","2,732.78",,,,,,,,,
2-Jun-11,"2,773.76","2,784.57","2,759.17","2,773.31","1,919,030,000","2,773.31",,,,,,,,,
1-Jun-11,"2,829.39","2,834.05","2,767.63","2,769.19","2,254,850,000","2,769.19",,,,,,,,,
31-May-11,"2,824.25","2,835.34","2,808.60","2,835.30","2,450,090,000","2,835.30",,,,,,,,,
