Date,Open,High,Low,Close,Volume,Adj Close
17-Aug-12,"3,067.11","3,076.72","3,060.15","3,076.59","1,640,640,000","3,076.59"
16-Aug-12,"3,037.18","3,067.44","3,033.28","3,062.39","1,937,430,000","3,062.39"
15-Aug-12,"3,013.33","3,032.06","3,013.33","3,030.93","1,536,730,000","3,030.93"
14-Aug-12,"3,032.67","3,034.16","3,009.93","3,016.98","1,567,830,000","3,016.98"
13-Aug-12,"3,018.27","3,023.03","2,999.12","3,022.52","1,353,380,000","3,022.52"
10-Aug-12,"3,008.83","3,020.86","3,003.38","3,020.86","1,556,460,000","3,020.86"
9-Aug-12,"3,009.86","3,022.69","3,007.30","3,018.64","1,677,970,000","3,018.64"
8-Aug-12,"3,003.77","3,018.90","3,002.41","3,011.25","1,874,580,000","3,011.25"
7-Aug-12,"3,002.66","3,028.61","3,002.09","3,015.86","1,899,240,000","3,015.86"
6-Aug-12,"2,978.16","3,000.24","2,974.23","2,989.91","1,528,260,000","2,989.91"
3-Aug-12,"2,951.28","2,977.41","2,945.81","2,967.90","1,730,210,000","2,967.90"
2-Aug-12,"2,900.46","2,934.65","2,890.85","2,909.77","1,822,620,000","2,909.77"
1-Aug-12,"2,956.72","2,958.28","2,917.78","2,920.21","1,722,530,000","2,920.21"
31-Jul-12,"2,945.08","2,959.62","2,938.41","2,939.52","1,801,440,000","2,939.52"
30-Jul-12,"2,959.07","2,970.30","2,939.04","2,945.84","1,483,990,000","2,945.84"
27-Jul-12,"2,906.50","2,961.87","2,900.98","2,958.09","2,102,610,000","2,958.09"
26-Jul-12,"2,896.68","2,905.57","2,876.01","2,893.25","1,981,520,000","2,893.25"
25-Jul-12,"2,856.78","2,870.22","2,839.76","2,854.24","1,784,150,000","2,854.24"
24-Jul-12,"2,894.95","2,896.56","2,847.22","2,862.99","1,748,410,000","2,862.99"
23-Jul-12,"2,877.51","2,898.05","2,852.88","2,890.15","1,607,140,000","2,890.15"
20-Jul-12,"2,957.02","2,957.02","2,925.30","2,925.30","1,810,420,000","2,925.30"
19-Jul-12,"2,961.71","2,976.22","2,952.42","2,965.90","1,735,920,000","2,965.90"
18-Jul-12,"2,904.24","2,951.30","2,902.95","2,942.60","1,817,040,000","2,942.60"
17-Jul-12,"2,911.46","2,916.61","2,871.65","2,910.04","1,774,160,000","2,910.04"
16-Jul-12,"2,903.03","2,910.20","2,888.01","2,896.94","1,414,470,000","2,896.94"
13-Jul-12,"2,874.06","2,913.28","2,873.39","2,908.47","1,373,620,000","2,908.47"
12-Jul-12,"2,867.08","2,876.32","2,837.72","2,866.19","1,719,460,000","2,866.19"
11-Jul-12,"2,898.77","2,905.51","2,866.53","2,887.98","1,635,120,000","2,887.98"
10-Jul-12,"2,945.35","2,953.47","2,891.42","2,902.33","1,725,730,000","2,902.33"
9-Jul-12,"2,934.49","2,942.99","2,919.04","2,931.77","1,455,500,000","2,931.77"
6-Jul-12,"1,367.09","1,367.09","1,348.03","1,354.68","2,745,140,000","1,354.68"
5-Jul-12,"1,373.72","1,373.85","1,363.02","1,367.58","3,041,520,000","1,367.58"
3-Jul-12,"1,365.75","1,374.81","1,363.53","1,374.02","2,116,390,000","1,374.02"
2-Jul-12,"1,362.33","1,366.35","1,355.70","1,365.51","3,301,650,000","1,365.51"
29-Jun-12,"1,330.12","1,362.17","1,330.12","1,362.16","4,590,480,000","1,362.16"
28-Jun-12,"1,331.52","1,331.52","1,313.29","1,329.04","3,969,370,000","1,329.04"
27-Jun-12,"1,320.71","1,334.40","1,320.71","1,331.85","3,286,910,000","1,331.85"
26-Jun-12,"1,314.09","1,324.24","1,310.30","1,319.99","3,412,940,000","1,319.99"
25-Jun-12,"1,334.90","1,334.90","1,309.27","1,313.72","3,501,820,000","1,313.72"
22-Jun-12,"1,325.92","1,337.82","1,325.92","1,335.02","5,271,490,000","1,335.02"
21-Jun-12,"1,355.43","1,358.27","1,324.41","1,325.51","4,094,470,000","1,325.51"
20-Jun-12,"1,358.04","1,361.57","1,346.45","1,355.69","3,695,700,000","1,355.69"
19-Jun-12,"1,344.83","1,363.46","1,344.83","1,357.98","3,815,350,000","1,357.98"
18-Jun-12,"1,342.42","1,348.22","1,334.46","1,344.78","3,259,430,000","1,344.78"
15-Jun-12,"1,329.19","1,343.32","1,329.19","1,342.84","4,401,570,000","1,342.84"
14-Jun-12,"1,314.88","1,333.68","1,314.14","1,329.10","3,687,720,000","1,329.10"
13-Jun-12,"1,324.02","1,327.28","1,310.51","1,314.88","3,506,510,000","1,314.88"
12-Jun-12,"1,309.40","1,324.31","1,306.62","1,324.18","3,442,920,000","1,324.18"
11-Jun-12,"1,325.72","1,335.52","1,307.73","1,308.93","3,537,530,000","1,308.93"
8-Jun-12,"1,314.99","1,325.81","1,307.77","1,325.66","3,497,190,000","1,325.66"
7-Jun-12,"1,316.15","1,329.05","1,312.68","1,314.99","4,258,140,000","1,314.99"
6-Jun-12,"1,285.61","1,315.13","1,285.61","1,315.13","4,268,360,000","1,315.13"
5-Jun-12,"1,277.82","1,287.62","1,274.16","1,285.50","3,403,230,000","1,285.50"
4-Jun-12,"1,278.29","1,282.55","1,266.74","1,278.18","4,011,960,000","1,278.18"
1-Jun-12,"1,309.87","1,309.87","1,277.25","1,278.04","4,669,350,000","1,278.04"
31-May-12,"1,313.09","1,319.74","1,298.90","1,310.33","4,557,620,000","1,310.33"
30-May-12,"1,331.25","1,331.25","1,310.76","1,313.32","3,534,290,000","1,313.32"
29-May-12,"1,318.90","1,334.93","1,318.90","1,332.42","3,441,640,000","1,332.42"
25-May-12,"1,320.81","1,324.20","1,314.23","1,317.82","2,872,660,000","1,317.82"
24-May-12,"1,318.72","1,324.14","1,310.50","1,320.68","3,937,670,000","1,320.68"
23-May-12,"1,316.02","1,320.71","1,296.53","1,318.86","4,108,330,000","1,318.86"
22-May-12,"1,316.09","1,328.49","1,310.04","1,316.63","4,123,680,000","1,316.63"
21-May-12,"1,295.73","1,316.39","1,295.73","1,315.99","3,786,750,000","1,315.99"
18-May-12,"1,305.05","1,312.24","1,291.98","1,295.22","4,512,470,000","1,295.22"
17-May-12,"1,324.82","1,326.36","1,304.86","1,304.86","4,664,280,000","1,304.86"
16-May-12,"1,330.78","1,341.78","1,324.79","1,324.80","4,280,420,000","1,324.80"
15-May-12,"1,338.36","1,344.94","1,328.41","1,330.66","4,114,040,000","1,330.66"
14-May-12,"1,351.93","1,351.93","1,336.61","1,338.35","3,688,120,000","1,338.35"
11-May-12,"1,358.11","1,365.66","1,348.89","1,353.39","3,869,070,000","1,353.39"
10-May-12,"1,354.58","1,365.88","1,354.58","1,357.99","3,727,990,000","1,357.99"
9-May-12,"1,363.20","1,363.73","1,343.13","1,354.58","4,288,540,000","1,354.58"
8-May-12,"1,369.16","1,369.16","1,347.75","1,363.72","4,261,670,000","1,363.72"
7-May-12,"1,368.79","1,373.91","1,363.94","1,369.58","3,559,390,000","1,369.58"
4-May-12,"1,391.51","1,391.51","1,367.96","1,369.10","3,975,140,000","1,369.10"
3-May-12,"1,402.32","1,403.07","1,388.71","1,391.57","4,004,910,000","1,391.57"
2-May-12,"1,405.50","1,405.50","1,393.92","1,402.31","3,803,860,000","1,402.31"
1-May-12,"1,397.86","1,415.32","1,395.73","1,405.82","3,807,950,000","1,405.82"
30-Apr-12,"1,403.26","1,403.26","1,394.00","1,397.91","3,574,010,000","1,397.91"
27-Apr-12,"1,400.19","1,406.64","1,397.31","1,403.36","3,645,830,000","1,403.36"
26-Apr-12,"1,390.64","1,402.09","1,387.28","1,399.98","4,034,700,000","1,399.98"
25-Apr-12,"1,372.11","1,391.37","1,372.11","1,390.69","3,998,430,000","1,390.69"
24-Apr-12,"1,366.97","1,375.57","1,366.82","1,371.97","3,617,100,000","1,371.97"
23-Apr-12,"1,378.53","1,378.53","1,358.79","1,366.94","3,654,860,000","1,366.94"
20-Apr-12,"1,376.96","1,387.40","1,376.96","1,378.53","3,833,320,000","1,378.53"
19-Apr-12,"1,385.08","1,390.46","1,370.30","1,376.92","4,180,020,000","1,376.92"
18-Apr-12,"1,390.78","1,390.78","1,383.29","1,385.14","3,463,140,000","1,385.14"
17-Apr-12,"1,369.57","1,392.76","1,369.57","1,390.78","3,456,200,000","1,390.78"
16-Apr-12,"1,370.27","1,379.66","1,365.38","1,369.57","3,574,780,000","1,369.57"
13-Apr-12,"1,387.61","1,387.61","1,369.85","1,370.26","3,631,160,000","1,370.26"
12-Apr-12,"1,368.77","1,388.13","1,368.77","1,387.57","3,618,280,000","1,387.57"
11-Apr-12,"1,358.98","1,374.71","1,358.98","1,368.71","3,743,040,000","1,368.71"
10-Apr-12,"1,382.18","1,383.01","1,357.38","1,358.59","4,631,730,000","1,358.59"
9-Apr-12,"1,397.45","1,397.45","1,378.24","1,382.20","3,468,980,000","1,382.20"
5-Apr-12,"1,398.79","1,401.60","1,392.92","1,398.08","3,303,740,000","1,398.08"
15-Feb-12,"1,350.52","1,355.87","1,340.80","1,343.23","4,080,340,000","1,343.23"
14-Feb-12,"1,351.30","1,351.30","1,340.83","1,350.50","3,889,520,000","1,350.50"
13-Feb-12,"1,343.06","1,353.35","1,343.06","1,351.77","3,618,040,000","1,351.77"
10-Feb-12,"1,351.21","1,351.21","1,337.35","1,342.64","3,877,580,000","1,342.64"
9-Feb-12,"1,349.97","1,354.32","1,344.63","1,351.95","4,209,890,000","1,351.95"
8-Feb-12,"1,347.04","1,351.00","1,341.95","1,349.96","4,096,730,000","1,349.96"
7-Feb-12,"1,344.33","1,349.24","1,335.92","1,347.05","3,742,460,000","1,347.05"
6-Feb-12,"1,344.32","1,344.36","1,337.52","1,344.33","3,379,700,000","1,344.33"
3-Feb-12,"1,326.21","1,345.34","1,326.21","1,344.90","4,608,550,000","1,344.90"
2-Feb-12,"1,324.24","1,329.19","1,321.57","1,325.54","4,120,920,000","1,325.54"
1-Feb-12,"1,312.45","1,330.52","1,312.45","1,324.09","4,504,360,000","1,324.09"
31-Jan-12,"1,313.53","1,321.41","1,306.69","1,312.41","4,235,550,000","1,312.41"
30-Jan-12,"1,316.16","1,316.16","1,300.49","1,313.01","3,659,010,000","1,313.01"
27-Jan-12,"1,318.25","1,320.06","1,311.72","1,316.33","3,860,430,000","1,316.33"
26-Jan-12,"1,326.28","1,333.47","1,313.60","1,318.43","4,522,070,000","1,318.43"
25-Jan-12,"1,314.40","1,328.30","1,307.65","1,326.06","4,410,910,000","1,326.06"
24-Jan-12,"1,315.96","1,315.96","1,306.06","1,314.65","3,693,560,000","1,314.65"
23-Jan-12,"1,315.29","1,322.28","1,309.89","1,316.00","3,770,910,000","1,316.00"
20-Jan-12,"1,314.49","1,315.38","1,309.17","1,315.38","3,912,620,000","1,315.38"
19-Jan-12,"1,308.07","1,315.49","1,308.07","1,314.50","4,465,890,000","1,314.50"
18-Jan-12,"1,293.65","1,308.11","1,290.99","1,308.04","4,096,160,000","1,308.04"
17-Jan-12,"1,290.22","1,303.00","1,290.22","1,293.67","4,010,490,000","1,293.67"
13-Jan-12,"1,294.82","1,294.82","1,277.58","1,289.09","3,692,370,000","1,289.09"
12-Jan-12,"1,292.48","1,296.82","1,285.77","1,295.50","4,019,890,000","1,295.50"
11-Jan-12,"1,292.02","1,293.80","1,285.41","1,292.48","3,968,120,000","1,292.48"
10-Jan-12,"1,280.77","1,296.46","1,280.77","1,292.08","4,221,960,000","1,292.08"
9-Jan-12,"1,277.83","1,281.99","1,274.55","1,280.70","3,371,600,000","1,280.70"
6-Jan-12,"1,280.93","1,281.84","1,273.34","1,277.81","3,656,830,000","1,277.81"
5-Jan-12,"1,277.30","1,283.05","1,265.26","1,281.06","4,315,950,000","1,281.06"
4-Jan-12,"1,277.03","1,278.73","1,268.10","1,277.30","3,592,580,000","1,277.30"
3-Jan-12,"1,258.86","1,284.62","1,258.86","1,277.06","3,943,710,000","1,277.06"
30-Dec-11,"1,262.82","1,264.12","1,257.46","1,257.60","2,271,850,000","1,257.60"
29-Dec-11,"1,249.75","1,263.54","1,249.75","1,263.02","2,278,130,000","1,263.02"
28-Dec-11,"1,265.38","1,265.85","1,248.64","1,249.64","2,349,980,000","1,249.64"
27-Dec-11,"1,265.02","1,269.37","1,262.30","1,265.43","2,130,590,000","1,265.43"
23-Dec-11,"1,254.00","1,265.42","1,254.00","1,265.33","2,233,830,000","1,265.33"
22-Dec-11,"1,243.72","1,255.22","1,243.72","1,254.00","3,492,250,000","1,254.00"
21-Dec-11,"1,241.25","1,245.09","1,229.51","1,243.72","2,959,020,000","1,243.72"
20-Dec-11,"1,205.72","1,242.82","1,205.72","1,241.30","4,055,590,000","1,241.30"
19-Dec-11,"1,219.74","1,224.57","1,202.37","1,205.35","3,659,820,000","1,205.35"
16-Dec-11,"1,216.09","1,231.04","1,215.20","1,219.66","5,345,800,000","1,219.66"
15-Dec-11,"1,212.12","1,225.60","1,212.12","1,215.75","3,810,340,000","1,215.75"
14-Dec-11,"1,225.73","1,225.73","1,209.47","1,211.82","4,298,290,000","1,211.82"
13-Dec-11,"1,236.83","1,249.86","1,219.43","1,225.73","4,121,570,000","1,225.73"
12-Dec-11,"1,255.05","1,255.05","1,227.25","1,236.47","3,600,570,000","1,236.47"
9-Dec-11,"1,234.48","1,258.25","1,234.48","1,255.19","3,830,610,000","1,255.19"
8-Dec-11,"1,260.87","1,260.87","1,231.47","1,234.35","4,298,370,000","1,234.35"
7-Dec-11,"1,258.14","1,267.06","1,244.80","1,261.01","4,160,540,000","1,261.01"
6-Dec-11,"1,257.19","1,266.03","1,253.03","1,258.47","3,734,230,000","1,258.47"
5-Dec-11,"1,244.33","1,266.73","1,244.33","1,257.08","4,148,060,000","1,257.08"
2-Dec-11,"1,246.03","1,260.08","1,243.35","1,244.28","4,144,310,000","1,244.28"
1-Dec-11,"1,246.91","1,251.09","1,239.73","1,244.58","3,818,680,000","1,244.58"
30-Nov-11,"1,196.72","1,247.11","1,196.72","1,246.96","5,801,910,000","1,246.96"
29-Nov-11,"1,192.56","1,203.67","1,191.80","1,195.19","3,992,650,000","1,195.19"
28-Nov-11,"1,158.67","1,197.35","1,158.67","1,192.55","3,920,750,000","1,192.55"
25-Nov-11,"1,161.41","1,172.66","1,158.66","1,158.67","1,664,200,000","1,158.67"
23-Nov-11,"1,187.48","1,187.48","1,161.79","1,161.79","3,798,940,000","1,161.79"
22-Nov-11,"1,192.98","1,196.81","1,181.65","1,188.04","3,911,710,000","1,188.04"
21-Nov-11,"1,215.62","1,215.62","1,183.16","1,192.98","4,050,070,000","1,192.98"
18-Nov-11,"1,216.19","1,223.51","1,211.36","1,215.65","3,827,610,000","1,215.65"
17-Nov-11,"1,236.56","1,237.73","1,209.43","1,216.13","4,596,450,000","1,216.13"
16-Nov-11,"1,257.81","1,259.61","1,235.67","1,236.91","4,085,010,000","1,236.91"
15-Nov-11,"1,251.70","1,264.25","1,244.34","1,257.81","3,599,300,000","1,257.81"
14-Nov-11,"1,263.85","1,263.85","1,246.68","1,251.78","3,219,680,000","1,251.78"
11-Nov-11,"1,240.12","1,266.98","1,240.12","1,263.85","3,329,830,000","1,263.85"
10-Nov-11,"1,229.59","1,246.22","1,227.70","1,239.70","4,002,760,000","1,239.70"
9-Nov-11,"1,275.18","1,275.18","1,226.64","1,229.10","4,659,740,000","1,229.10"
8-Nov-11,"1,261.12","1,277.55","1,254.99","1,275.92","3,908,490,000","1,275.92"
7-Nov-11,"1,253.21","1,261.70","1,240.75","1,261.12","3,429,740,000","1,261.12"
4-Nov-11,"1,260.82","1,260.82","1,238.92","1,253.23","3,830,650,000","1,253.23"
3-Nov-11,"1,238.25","1,263.21","1,234.81","1,261.15","4,849,140,000","1,261.15"
2-Nov-11,"1,219.62","1,242.48","1,219.62","1,237.90","4,110,530,000","1,237.90"
1-Nov-11,"1,251.00","1,251.00","1,215.42","1,218.28","5,645,540,000","1,218.28"
31-Oct-11,"1,284.96","1,284.96","1,253.16","1,253.30","4,310,210,000","1,253.30"
28-Oct-11,"1,284.39","1,287.08","1,277.01","1,285.09","4,536,690,000","1,285.09"
27-Oct-11,"1,243.97","1,292.66","1,243.97","1,284.59","6,367,610,000","1,284.59"
26-Oct-11,"1,229.17","1,246.28","1,221.06","1,242.00","4,873,530,000","1,242.00"
25-Oct-11,"1,254.19","1,254.19","1,226.79","1,229.05","4,473,970,000","1,229.05"
24-Oct-11,"1,238.72","1,256.55","1,238.72","1,254.19","4,309,380,000","1,254.19"
21-Oct-11,"1,215.39","1,239.03","1,215.39","1,238.25","4,980,770,000","1,238.25"
20-Oct-11,"1,209.92","1,219.53","1,197.34","1,215.39","4,870,290,000","1,215.39"
19-Oct-11,"1,223.46","1,229.64","1,206.31","1,209.88","4,846,390,000","1,209.88"
18-Oct-11,"1,200.75","1,233.10","1,191.48","1,225.38","4,840,170,000","1,225.38"
17-Oct-11,"1,224.47","1,224.47","1,198.55","1,200.86","4,300,700,000","1,200.86"
14-Oct-11,"1,205.65","1,224.61","1,205.65","1,224.58","4,116,690,000","1,224.58"
13-Oct-11,"1,206.96","1,207.46","1,190.58","1,203.66","4,436,270,000","1,203.66"
12-Oct-11,"1,196.19","1,220.25","1,196.19","1,207.25","5,355,360,000","1,207.25"
11-Oct-11,"1,194.60","1,199.24","1,187.30","1,195.54","4,424,500,000","1,195.54"
10-Oct-11,"1,158.15","1,194.91","1,158.15","1,194.89","4,446,800,000","1,194.89"
7-Oct-11,"1,165.03","1,171.40","1,150.26","1,155.46","5,580,380,000","1,155.46"
6-Oct-11,"1,144.11","1,165.55","1,134.95","1,164.97","5,098,330,000","1,164.97"
5-Oct-11,"1,124.03","1,146.07","1,115.68","1,144.03","2,510,620,000","1,144.03"
4-Oct-11,"1,097.42","1,125.12","1,074.77","1,123.95","3,714,670,000","1,123.95"
3-Oct-11,"1,131.21","1,138.99","1,098.92","1,099.23","5,670,340,000","1,099.23"
30-Sep-11,"1,159.93","1,159.93","1,131.34","1,131.42","4,416,790,000","1,131.42"
29-Sep-11,"1,151.74","1,175.87","1,139.93","1,160.40","5,285,740,000","1,160.40"
28-Sep-11,"1,175.39","1,184.71","1,150.40","1,151.06","4,787,920,000","1,151.06"
27-Sep-11,"1,163.32","1,195.86","1,163.32","1,175.38","5,548,130,000","1,175.38"
26-Sep-11,"1,136.91","1,164.19","1,131.07","1,162.95","4,762,830,000","1,162.95"
23-Sep-11,"1,128.82","1,141.72","1,121.36","1,136.43","5,639,930,000","1,136.43"
22-Sep-11,"1,164.55","1,164.55","1,114.22","1,129.56","6,703,140,000","1,129.56"
21-Sep-11,"1,203.63","1,206.30","1,166.21","1,166.76","4,728,550,000","1,166.76"
20-Sep-11,"1,204.50","1,220.39","1,201.29","1,202.09","4,315,610,000","1,202.09"
19-Sep-11,"1,214.99","1,214.99","1,188.36","1,204.09","4,254,190,000","1,204.09"
16-Sep-11,"1,209.21","1,220.06","1,204.46","1,216.01","5,248,890,000","1,216.01"
15-Sep-11,"1,189.44","1,209.11","1,189.44","1,209.11","4,479,730,000","1,209.11"
14-Sep-11,"1,173.32","1,202.38","1,162.73","1,188.68","4,986,740,000","1,188.68"
13-Sep-11,"1,162.59","1,176.41","1,157.44","1,172.87","4,681,370,000","1,172.87"
12-Sep-11,"1,153.50","1,162.52","1,136.07","1,162.27","5,168,550,000","1,162.27"
9-Sep-11,"1,185.37","1,185.37","1,148.37","1,154.23","4,586,370,000","1,154.23"
8-Sep-11,"1,197.98","1,204.40","1,183.34","1,185.90","4,465,170,000","1,185.90"
7-Sep-11,"1,165.85","1,198.62","1,165.85","1,198.62","4,441,040,000","1,198.62"
6-Sep-11,"1,173.97","1,173.97","1,140.13","1,165.24","5,103,980,000","1,165.24"
2-Sep-11,"1,203.90","1,203.90","1,170.56","1,173.97","4,401,740,000","1,173.97"
1-Sep-11,"1,219.12","1,229.29","1,203.85","1,204.42","4,780,410,000","1,204.42"
31-Aug-11,"1,213.00","1,230.71","1,209.35","1,218.89","5,267,840,000","1,218.89"
30-Aug-11,"1,209.76","1,220.10","1,195.77","1,212.92","4,572,570,000","1,212.92"
29-Aug-11,"1,177.91","1,210.28","1,177.91","1,210.08","4,228,070,000","1,210.08"
26-Aug-11,"1,158.85","1,181.23","1,135.91","1,176.80","5,035,320,000","1,176.80"
25-Aug-11,"1,176.69","1,190.68","1,155.47","1,159.27","5,748,420,000","1,159.27"
24-Aug-11,"1,162.16","1,178.56","1,156.30","1,177.60","5,315,310,000","1,177.60"
23-Aug-11,"1,124.36","1,162.35","1,124.36","1,162.35","5,013,170,000","1,162.35"
22-Aug-11,"1,123.55","1,145.49","1,121.09","1,123.82","5,436,260,000","1,123.82"
19-Aug-11,"1,140.47","1,154.54","1,122.05","1,123.53","5,167,560,000","1,123.53"
18-Aug-11,"1,189.62","1,189.62","1,131.03","1,140.65","3,234,810,000","1,140.65"
17-Aug-11,"1,192.89","1,208.47","1,184.36","1,193.89","4,388,340,000","1,193.89"
16-Aug-11,"1,204.22","1,204.22","1,180.53","1,192.76","5,071,600,000","1,192.76"
15-Aug-11,"1,178.86","1,204.49","1,178.86","1,204.49","4,272,850,000","1,204.49"
12-Aug-11,"1,172.87","1,189.04","1,170.74","1,178.81","5,640,380,000","1,178.81"
11-Aug-11,"1,121.30","1,186.29","1,121.30","1,172.64","3,685,050,000","1,172.64"
10-Aug-11,"1,171.77","1,171.77","1,118.01","1,120.76","5,018,070,000","1,120.76"
9-Aug-11,"1,120.23","1,172.88","1,101.54","1,172.53","2,366,660,000","1,172.53"
8-Aug-11,"1,198.48","1,198.48","1,119.28","1,119.46","2,615,150,000","1,119.46"
5-Aug-11,"1,200.28","1,218.11","1,168.09","1,199.38","5,454,590,000","1,199.38"
4-Aug-11,"1,260.23","1,260.23","1,199.54","1,200.07","4,266,530,000","1,200.07"
3-Aug-11,"1,254.25","1,261.20","1,234.56","1,260.34","6,446,940,000","1,260.34"
2-Aug-11,"1,286.56","1,286.56","1,254.03","1,254.05","5,206,290,000","1,254.05"
1-Aug-11,"1,292.59","1,307.38","1,274.73","1,286.94","4,967,390,000","1,286.94"
29-Jul-11,"1,300.12","1,304.16","1,282.86","1,292.28","5,061,190,000","1,292.28"
28-Jul-11,"1,304.84","1,316.32","1,299.16","1,300.67","4,951,800,000","1,300.67"
27-Jul-11,"1,331.91","1,331.91","1,303.49","1,304.89","3,479,040,000","1,304.89"
26-Jul-11,"1,337.39","1,338.51","1,329.59","1,331.94","4,007,050,000","1,331.94"
25-Jul-11,"1,344.32","1,344.32","1,331.09","1,337.43","3,536,890,000","1,337.43"
22-Jul-11,"1,343.80","1,346.10","1,336.95","1,345.02","3,522,830,000","1,345.02"
21-Jul-11,"1,325.65","1,347.00","1,325.65","1,343.80","4,837,430,000","1,343.80"
20-Jul-11,"1,328.66","1,330.43","1,323.65","1,325.84","3,767,420,000","1,325.84"
19-Jul-11,"1,307.07","1,328.14","1,307.07","1,326.73","4,304,600,000","1,326.73"
18-Jul-11,"1,315.94","1,315.94","1,295.92","1,305.44","4,118,160,000","1,305.44"
15-Jul-11,"1,308.87","1,317.70","1,307.52","1,316.14","4,242,760,000","1,316.14"
14-Jul-11,"1,317.74","1,326.88","1,306.51","1,308.87","4,358,570,000","1,308.87"
13-Jul-11,"1,314.45","1,331.48","1,314.45","1,317.72","4,060,080,000","1,317.72"
12-Jul-11,"1,319.61","1,327.17","1,313.33","1,313.64","4,227,890,000","1,313.64"
11-Jul-11,"1,343.31","1,343.31","1,316.42","1,319.49","3,879,130,000","1,319.49"
8-Jul-11,"1,352.39","1,352.39","1,333.71","1,343.80","3,594,360,000","1,343.80"
